Age,Gender,Education Level,Job Title,Years of Experience,Monthly Salary
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
25,Male,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
27,Male,Bachelor's,Software Engineer,4,14000000
34,Female,Master's,Product Manager,12,19600000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Male,Bachelor's,Data Analyst,2,12500000
28,Female,Master's,Data Scientist,6,17500000
30,Male,Bachelor's,Software Engineer,8,19000000
27,Female,Bachelor's,Product Manager,4,15000000
24,Male,Bachelor's,Data Analyst,1,9500000
31,Male,Master's,Data Scientist,9,19500000
28,Male,Bachelor's,Software Engineer,5,16000000
33,Female,Master's,Product Manager,11,19800000
26,Male,Bachelor's,Data Analyst,3,13000000
30,Female,PhD,Data Scientist,7,18500000
27,Male,Bachelor's,Software Engineer,4,14000000
34,Female,Master's,Product Manager,12,19600000
23,Male,Bachelor's,Data Analyst,1,9000000
32,Female,PhD,Data Scientist,10,19300000
29,Male,Bachelor's,Software Engineer,6,17000000
30,Female,Bachelor's,Product Manager,5,16000000
26,Male,Bachelor's,Data Analyst,3,13500000
31,Female,Master's,Data Scientist,6,18000000
28,Male,Bachelor's,Software Engineer,5,16000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
30,Female,PhD,Data Scientist,7,18500000
27,Male,Bachelor's,Software Engineer,4,14000000
34,Female,Master's,Product Manager,12,19600000
25,Male,Bachelor's,Data Analyst,2,11500000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
27,Female,Bachelor's,Product Manager,4,15000000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
33,Male,Master's,Product Manager,11,19800000
26,Female,Bachelor's,Data Analyst,3,13000000
30,Male,PhD,Data Scientist,7,18500000
27,Female,Bachelor's,Software Engineer,4,14000000
34,Male,Master's,Product Manager,12,19600000
25,Female,Bachelor's,Data Analyst,2,11000000
32,Male,Bachelor's,Software Engineer,8,19000000
29,Female,Master's,Data Scientist,6,18000000
30,Male,Bachelor's,Data Analyst,5,16000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
31,Female,PhD,Data Scientist,9,19500000
28,Male,Bachelor's,Software Engineer,5,16000000
27,Female,Bachelor's,Product Manager,4,15000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
25,Male,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
27,Male,Bachelor's,Software Engineer,4,14000000
34,Female,Master's,Product Manager,12,19600000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
23,Male,Bachelor's,Data Analyst,1,9000000
27,Female,Master's,Data Scientist,4,15000000
32,Male,Bachelor's,Software Engineer,8,19000000
24,Female,Bachelor's,Product Manager,3,12500000
25,Male,Bachelor's,Data Analyst,2,11000000
31,Male,Master's,Data Scientist,7,18000000
28,Male,Bachelor's,Software Engineer,5,16000000
33,Female,Master's,Product Manager,10,19500000
26,Male,Bachelor's,Data Analyst,3,13000000
30,Female,PhD,Data Scientist,6,17000000
27,Male,Bachelor's,Software Engineer,4,14000000
34,Female,Master's,Product Manager,11,19600000
23,Male,Bachelor's,Data Analyst,1,9200000
32,Female,PhD,Data Scientist,9,19500000
29,Male,Bachelor's,Software Engineer,6,17000000
30,Female,Bachelor's,Product Manager,5,16000000
26,Male,Bachelor's,Data Analyst,3,13500000
31,Female,Master's,Data Scientist,6,18000000
28,Male,Bachelor's,Software Engineer,5,16500000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9500000
30,Female,PhD,Data Scientist,7,18500000
27,Male,Bachelor's,Software Engineer,4,14000000
34,Female,Master's,Product Manager,12,19600000
25,Male,Bachelor's,Data Analyst,2,11500000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
27,Female,Bachelor's,Product Manager,4,15000000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
33,Male,Master's,Product Manager,11,19800000
26,Female,Bachelor's,Data Analyst,3,13000000
30,Male,PhD,Data Scientist,7,18500000
27,Female,Bachelor's,Software Engineer,4,14000000
34,Male,Master's,Product Manager,12,19600000
25,Female,Bachelor's,Data Analyst,2,11000000
32,Male,Bachelor's,Software Engineer,8,19000000
29,Female,Master's,Data Scientist,6,18000000
30,Male,Bachelor's,Data Analyst,5,16000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
31,Female,PhD,Data Scientist,9,19500000
28,Male,Bachelor's,Software Engineer,5,16000000
27,Female,Bachelor's,Product Manager,4,15000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
25,Male,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
27,Male,Bachelor's,Software Engineer,4,14000000
34,Female,Master's,Product Manager,12,19600000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
25,Male,Bachelor's,Data Analyst,3,13500000
32,Male,Bachelor's,Software Engineer,8,19000000
29,Female,Master's,Data Scientist,6,18000000
30,Male,Bachelor's,Data Analyst,5,16000000
24,Male,Bachelor's,Data Analyst,1,9500000
33,Female,Master's,Product Manager,11,19600000
27,Male,Bachelor's,Software Engineer,4,14000000
26,Male,Bachelor's,Data Analyst,3,13000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Female,Bachelor's,Data Analyst,3,13000000
30,Male,PhD,Data Scientist,7,18500000
27,Female,Bachelor's,Product Manager,4,15000000
24,Male,Bachelor's,Data Analyst,1,9000000
33,Male,Master's,Product Manager,11,19800000
25,Male,Bachelor's,Data Analyst,2,11500000
28,Male,Bachelor's,Software Engineer,5,16500000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
27,Male,Bachelor's,Software Engineer,4,14000000
31,Female,Master's,Data Scientist,6,18000000
30,Male,Bachelor's,Data Analyst,5,16000000
24,Male,Bachelor's,Data Analyst,1,9200000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
25,Male,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
27,Male,Bachelor's,Software Engineer,4,14000000
34,Female,Master's,Product Manager,12,19600000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
29,Female,Master's,Data Scientist,6,18000000
32,Male,Bachelor's,Software Engineer,8,19000000
33,Female,Master's,Product Manager,11,19800000
24,Male,Bachelor's,Data Analyst,1,9000000
27,Male,Bachelor's,Software Engineer,4,14000000
25,Female,Bachelor's,Data Analyst,2,11000000
30,Female,PhD,Data Scientist,7,18500000
31,Male,Bachelor's,Data Analyst,9,19500000
28,Female,Bachelor's,Software Engineer,5,16000000
26,Male,Bachelor's,Data Analyst,3,13000000
